idcode,date,wordcount,author,title
00010686,1942,80478,"Rawson, Clayton",No coffin for the corpse
00010687,1942,76583,"Reilly, Helen",Name your poison
00010688,1942,82891,"Rice, Craig",The big midget murders
00010689,1942,72806,"Rice, Craig",The Sunday Pigeon murders
00010690,1942,97761,"Rinehart, Mary Roberts",The door
00010691,1942,39932,"Steinbeck, John",The moon is down
00010692,1942,57939,"Stout, Rex",Black orchids
00010693,1942,74048,"Thompson, Jim",Now and on earth
00010694,1942,33520,"Welty, Eudora",The robber bridegroom
00010695,1943,125146,"Appel, Benjamin",The dark stain
00010696,1943,63978,"Armstrong, Charlotte",The case of the weird sisters
00010697,1943,286526,"Asch, Sholem",The apostle
00010698,1943,50286,"Brand, Max",Silvertip's trap
00010699,1943,88267,"Bristow, Gwen",Tomorrow is forever
00010700,1943,36173,"Cain, James M.",Double indemnity
00010701,1943,43161,"Caldwell, Erskine",Georgia boy
00010702,1943,74741,"Chandler, Raymond",The lady in the lake
00010703,1943,72782,"Coxe, George Harmon",Murder for two
00010704,1943,61939,"Daly, Elizabeth",Evidence of things seen
00010705,1943,62680,"Daly, Elizabeth",Nothing can rescue me
00010706,1943,39775,"Davis, Norbert",Sally's in the alley
00010707,1943,48480,"Davis, Norbert",The mouse in the mountain
00010708,1943,66696,"Dickson, Carter",She died a lady
00010709,1943,100090,"Fast, Howard",Citizen Tom Paine
00010710,1943,73381,"Gardner, Erle Stanley",The case of the substitute face
00010711,1943,63318,"Hahn, Emily",Mr Pan
00010712,1943,143848,"Hobson, Laura Z.",The trespassers
00010713,1943,67417,"Hughes, Dorothy B.",The Blackbirder
00010714,1943,207324,"Hughes, Paul",Retreat from Rostov
00010715,1943,67563,"Kendrick, Baynard",Blood on Lake Louisa
00010717,1943,108828,"Lewis, Sinclair",Gideon Planish
00010718,1943,118683,"MacInnes, Helen",Assignment in Brittany
00010719,1943,67036,"Malvern, Gladys",Valiant minstrel
00010720,1943,77127,"McCloy, Helen",Do not disturb
00010721,1943,76121,"McCloy, Helen",The goblin market
00010722,1943,47029,"McCullers, Carson",The ballad of the sad cafÈ
00010723,1943,68663,"Queen, Ellery",There was an old woman
00010724,1943,322225,"Rand, Ayn",The fountainhead
00010725,1943,33334,"Richter, Conrad",The free man
00010726,1943,25763,"Sauer, Julia L.",Fog magic
00010727,1943,159287,"Smith, Betty",A tree grows in Brooklyn
00010728,1943,254535,"Stegner, Wallace",The Big Rock Candy mountain
00010729,1943,87706,"Stuart, Jesse",Taps for Private Tussie
00010730,1943,81186,"Woolrich, Cornell",The black angel
00010731,1944,165373,"Adams, Samuel Hopkins",Canal town
00010732,1944,53316,"Bellow, Saul",Dangling man
00010733,1944,66544,"Brackett, Leigh",No good from a corpse
00010734,1944,51935,"Brand, Max",Silvertip's chase
00010735,1944,49190,"Brand, Max",The fighting four
00010736,1944,60692,"Burroughs, Edgar Rice",Land of terror
00010737,1944,88378,"Busch, Niven",They dream of home
00010738,1944,101994,"Chase, Allan",The five arrows
00010739,1944,63396,"Daly, Elizabeth",Arrow pointing nowhere
00010740,1944,59544,"Daly, Elizabeth",The book of the dead
00010741,1944,78801,"Eberhart, Mignon Good",Escape the night
00010742,1944,98528,"Fast, Howard",Freedom road
00010743,1944,58277,"Gardner, Erle Stanley",Give 'em the ax
00010744,1944,96686,"Gordon, Caroline",The women on the porch
00010745,1944,56873,"Hughes, Dorothy B.",Johnnie
00010746,1944,63376,"Hughes, Dorothy B.",The delicate ape
00010747,1944,87982,"Jackson, Charles",The lost weekend
00010748,1944,44378,"Lambert, Janet",Whoa Matilda!
00010749,1944,46394,"Lasswell, Mary",High time
00010750,1944,79905,"Macdonald, Ross",The dark tunnel
00010751,1944,130931,"MacInnes, Helen",Rest and be thankful
00010752,1944,186989,"MacInnes, Helen",While still we live
00010753,1944,72367,"McCloy, Helen",Panic
00010754,1944,27218,"Nin, Anais",Under a glass bell
00010755,1944,96101,"Powell, Dawn",My home is far away
00010756,1944,66989,"Powell, Richard",All over but the shooting
00010757,1944,95524,"Ross, Lillian Bos",Blaze Allan
00010758,1944,128234,"Seton, Anya",Dragonwyck
00010759,1944,51026,"Stout, Rex",Not quite dead enough
00010760,1944,92721,"Venning, Michael",Jethro Hammer
00010761,1944,119691,"Walker, Mildred",Winter wheat
00010762,1944,147736,"Williams, Ben Ames",Leave her to heaven
00010763,1944,107579,"Wilson, Dorothy Clarke",The brothers
00010764,1944,359359,"Winsor, Kathleen",Forever Amber
00010765,1945,61530,"Armstrong, Charlotte",The innocent flower
00010766,1945,74967,"Buck, Pearl S.",Portrait of a marriage
00010767,1945,70695,"Caspary, Vera",Bedelia
00010768,1945,74576,"Coxe, George Harmon",The jade venus
00010769,1945,65079,"Crane, Frances",The indigo necklace
00010770,1945,57039,"Daly, Elizabeth",Any shape or form
00010771,1945,54104,"Fahs, Sophia Lyon",Jesus: the carpenter's son
00010772,1945,78900,"Ferber, Edna",Great son
00010773,1945,73464,"Gardner, Erle Stanley",The case of the golddigger's purse
00010774,1945,52754,"Halliday, Brett",Murder is my business
00010775,1945,31072,"Henry, Marguerite",Justin Morgan had a horse
00010776,1945,80648,"Hill, Grace Livingston",A girl to come home to
00010777,1945,42734,"Holding, Elisabeth Sanxay",Net of cobwebs
00010778,1945,56031,"Hughes, Dorothy B. 1904-  (Dorothy Belle)",Dread journey
00010779,1945,110446,"Kersh, Gerald",Sergeant Nelson of the Guards
00010780,1945,44198,"Lambert, Janet",Just Jenifer
00010781,1945,133735,"Lewis, Sinclair",Cass Timberlane
00010782,1945,76178,"Lockridge, Richard",Death in the mind
00010783,1945,87728,"Maxwell, William",The folded leaf
00010784,1945,59599,"Merwin, Sam",Knife in my back
00010785,1945,59620,"Merwin, Sam",Message from a corpse
00010786,1945,76148,"Miller, Arthur",Focus
00010787,1945,61112,"Nabokov, Vladimir Vladimirovich",The real life of Sebastian Knight
00010788,1945,107104,"Peeples, Edwin A.  (Edwin Augustus)",Swing low
00010789,1945,69695,"Powers, Tom",Virgin with butterflies
00010790,1945,72122,"Queen, Ellery",The murderer is a fox
00010791,1945,87379,"Rinehart, Mary Roberts",The yellow room
00010792,1945,63929,"Rogers, Joel Townsley",The red right hand
00010793,1945,109304,"Stein, Gertrude",Wars I have seen
00010794,1945,51349,"Steinbeck, John",Cannery row
00010795,1945,32884,"Steinbeck, John",The pearl
00010796,1945,83126,"Sylvester, Harry",Dayspring
00010797,1945,76191,"Wescott, Glenway",Apartment in Athens
00010798,1946,60061,"Armstrong, Charlotte",The unsuspected
00010799,1946,89962,"Arnold, Francena H.",Not my will
00010800,1946,59123,"Ballard, Todhunter",Murder can't stop
00010801,1946,63071,"Bardin, John Franklin",The deadly percheron
00010802,1946,71888,"Bradbury, Ray",The Martian Chronicles
00010803,1946,81145,"Busch, Niven",Day of the conquerors
00010804,1946,47772,"Cain, James M.",Past all dishonor
00010805,1946,69614,"Carr, John Dickson",He who whispers
00010806,1946,68858,"Coxe, George Harmon",Dangerous legacy
00010807,1946,63122,"Crane, Frances",The shocking pink hat
00010808,1946,47490,"Cummings, Ray",The shadow girl
00010809,1946,54567,"Daly, Elizabeth",Somewhere in the house
00010810,1946,53738,"Daly, Elizabeth",The wrong way down
00010811,1946,58886,"Dent, Lester",Dead at the take-off
00010812,1946,51929,"Dent, Lester",Lady to kill
00010813,1946,72539,"Eberhart, Mignon Good",Five passengers from Lisbon
00010814,1946,69632,"Fair, A. A.",Crows can't count
00010815,1946,101050,"Gresham, William Lindsay",Nightmare alley
00010816,1946,74196,"Hughes, Dorothy B.",Ride the pink horse
00010817,1946,47871,"Lambert, Janet",One for the money
00010818,1946,63473,"Macdonald, Ross",Trouble follows me
00010819,1946,57218,"MacInnes, Helen",Horizon
00010820,1946,58089,"McCullers, Carson",The member of the wedding
00010821,1946,46162,"Merwin, Sam",A matter of policy
00010822,1946,52833,"Miller, Wade",Deadly weapon
00010823,1946,42768,"Nin, Anais",Ladders to fire
00010824,1946,121282,"Petry, Ann",The street
00010825,1946,65319,"Powell, Richard",Shoot if you must
00010826,1946,129875,"Seton, Anya",The turquoise
00010827,1946,79569,"Sherman, Harold M.",The green man
00010828,1946,74525,"Stout, Rex",The silent speaker
00010829,1946,76946,"Taine, John",The time stream
00010830,1946,67396,"Taylor, Phoebe Atwood",Punch with care
00010831,1946,89011,"Thompson, Jim",Heed the thunder
00010832,1946,67087,"Van Vogt, A. E. 1912-  (Alfred Elton)",Slan
00010833,1946,218589,"Warren, Robert Penn",All the king's men
00010834,1946,39005,"Wellman, Manly Wade",The solar invasion
00010835,1946,93381,"Welty, Eudora",Delta wedding
00010836,1946,28193,"Wescott, Glenway",The pilgrim hawk
00010837,1947,68391,"Bardin, John Franklin",The last of Phillip Banter
00010838,1947,102620,"Blunden, Godfrey",A room on the route
00010839,1947,62517,"Brown, Fredric",The fabulous clipjoint
00010840,1947,88800,"Buck, Pearl S.",The angry wife
00010841,1947,94508,"Cain, James M.",Career in C major
00010842,1947,80948,"Caspary, Vera",Stranger than truth
00010843,1947,13603,"Caudill, Rebecca",Happy little family
00010844,1947,70249,"Coxe, George Harmon",Fashioned for murder
00010845,1947,68865,"Coxe, George Harmon",The fifth key
00010846,1947,23621,"Davies, Valentine",Miracle on 34th Street
00010847,1947,131099,"Dreiser, Theodore",The stoic
00010848,1947,72305,"Eberhart, Mignon Good",Another woman's house
00010849,1947,70931,"Fast, Howard",Clarkton
00010850,1947,111485,"Freedman, Benedict",Mrs. Mike
00010851,1947,62988,"Gardner, Erle Stanley",The case of the baited hook
00010852,1947,23865,"Gibran, Kahlil",Spirits rebellious
00010853,1947,60027,"Heinlein, Robert A.",Rocket ship Galileo
00010854,1947,82490,"Hobson, Laura Z.",Gentleman's agreement
00010855,1947,70727,"Kuttner, Henry",Fury
00010857,1947,67197,"Lewis, Janet",The trial of Soren Qvist
00010858,1947,68926,"Macdonald, Ross",Blue city
00010859,1947,133030,"MacInnes, Helen",Friends and lovers
00010860,1947,60859,"Miller, Wade",Guilty bystander
00010861,1947,120951,"Moore, Ward",Greener than you think
00010862,1947,135608,"Myers, John Myers",The wild Yazoo
00010863,1947,71349,"Nabokov, Vladimir Vladimirovich",Bend sinister
00010864,1947,30407,"Nathan, Robert",Mr. Whittle and the morning star
00010865,1947,8786,"Nin, AnaÔs",House of incest
00010866,1947,72026,"Palmer, Stuart",Miss Withers regrets
00010867,1947,22849,"Phillips, Alexander M. 1907-  (Alexander Moore)",The mislaid charm
00010868,1947,75677,"Powell, Richard",And hope to die
00010869,1947,71257,"Reilly, Helen",The farmhouse
00010870,1947,225949,"Roberts, Kenneth Lewis",Lydia Bailey
00010871,1947,60408,"Spillane, Mickey",I: the jury
00010872,1947,95622,"Steinbeck, John",The wayward bus
00010873,1947,73820,"Stout, Rex",Too many women
00010874,1947,103106,"Taine, John",The forbidden garden
00010875,1947,63448,"Taylor, Phoebe Atwood",The iron clew
00010876,1947,131895,"Trilling, Lionel",The middle of the journey
00010877,1947,53570,"Van Vogt, A. E. 1912-2000.  (Alfred Elton)",The book of Ptath
00010878,1947,64293,"Van Vogt, A. E. 1912-2000.  (Alfred Elton)",The weapon makers
00010879,1947,578866,"Williams, Ben Ames",House divided
00010880,1948,59694,"Armstrong, Charlotte",The chocolate cobweb
00010881,1948,52224,"Ballard, Todhunter",Dealing out death
00010882,1948,102475,"Bowles, Paul",The sheltering sky
00010883,1948,70767,"Brown, Fredric",The dead ringer
00010884,1948,153713,"Buck, Pearl S.",Kinfolk
00010885,1948,126634,"Buck, Pearl S.",Peony
00010886,1948,88006,"Busch, Niven",The furies
00010887,1948,127889,"Cain, James M.",The moth
00010888,1948,56938,"Capote, Truman",Other voices: other rooms
00010889,1948,67308,"Chandler, Raymond",The big sleep
00010890,1948,67837,"Charteris, Leslie",Saint errant
00010891,1948,59733,"Crane, Frances",Black Cypress
00010892,1948,60500,"Dent, Lester",Lady afraid
00010893,1948,84330,"Fast, Howard",My glorious brothers
00010894,1948,79578,"Faulkner, William",Intruder in the dust
00010895,1948,153108,"Freedman, Ralph",Divided
00010896,1948,61554,"Godey, John",The blue hour
00010897,1948,81686,"Hahn, Emily",Miss Jill
00010898,1948,71929,"Heinlein, Robert A.",Space cadet
00010899,1948,54375,"Hubbard, L. Ron",Final blackout
00010900,1948,104654,"Hubbard, L. Ron",Slaves of sleep
00010901,1948,130796,"Kersh, Gerald",The song of the flea
00010902,1948,50332,"Kuttner, Henry",The time axis
00010903,1948,390074,"Lockridge, Ross",Raintree County
00010904,1948,66122,"Macdonald, Ross",The three roads
00010905,1948,270338,"Mailer, Norman",The naked and the dead
00010906,1948,63382,"Mason, Sara Elizabeth",The whip
00010907,1948,115768,"Maxwell, William",Time will darken it
00010908,1948,53700,"Miller, Wade",Fatal step
00010909,1948,62530,"Miller, Wade",Uneasy street
00010910,1948,90564,"Paton, Alan","Cry, the beloved country"
00010911,1948,82228,"Queen, Ellery",Ten days' wonder
00010912,1948,15489,"Quinn, Seabury",Roads
00010913,1948,160404,"Robbins, Harold",Never love a stranger
00010914,1948,164012,"Seton, Anya",The Hearth and Eagle
00010915,1948,273778,"Shaw, Irwin",The young lions
00010916,1948,99668,"Skinner, B. F.",Walden Two
00010917,1948,84903,"Smith, E. E.",Skylark three
00010918,1948,93109,"Spencer, Elizabeth",Fire in the morning
00010919,1948,66042,"Stout, Rex",And be a villain
00010920,1948,64438,"Van Vogt, A. E. 1912-  (Alfred Elton)",The world of Null-A
00010921,1948,101947,"West, Dorothy",The living is easy
00010922,1948,82640,"Wilder, Thornton",The ides of March
00010923,1948,92011,"Williamson, Jack",Darker than you think
00010924,1948,112914,"Wouk, Herman",The city boy
00010925,1949,146130,"Algren, Nelson",The man with the golden arm
00010926,1949,169028,"Asch, Sholem",Mary
00010927,1949,60652,"Ballinger, Bill S. 1912-  (Bill Sanborn)",The body beautiful
00010928,1949,40794,"Bond, Nelson Slade",Exiles of time
00010929,1949,80280,"Brand, Max",Gunman's reckoning
00010930,1949,77366,"Brand, Max","The long, long trail"
00010931,1949,70755,"Brand, Max",Way of the lawless
00010932,1949,67355,"Brown, Fredric",The bloody moonlight
00010933,1949,71516,"Burnett, W. R.",The asphalt jungle
00010934,1949,66317,"Caldwell, Erskine",Place called Estherville
00010935,1949,84071,"Davis, Dorothy Salisbury",The Judas cat
00010936,1949,68801,"Eberhart, Mignon Good",House of storm
00010937,1949,50470,"Ellson, Hal",Duke
00010938,1949,17212,"Gibran, Kahlil",Tears and laughter
00010939,1949,67360,"Hamilton, Edmond",The star kings
00010940,1949,64173,"Heinlein, Robert A.",Red planet
00010941,1949,64646,"Heinlein, Robert A.",Sixth column
00010942,1949,61975,"Kline, Otis Adelbert",The port of peril
00010943,1949,56099,"Lasswell, Mary",One on the house
00010944,1949,54460,"Levinson, Saul",Murder is dangerous
00010945,1949,72061,"Lockridge, Frances Louise Davis",The dishonest murderer
00010946,1949,77087,"Lovelace, Maud Hart",Carney's house party
00010947,1949,67339,"Macdonald, Ross",The moving target
00010948,1949,62002,"Malvern, Gladys",Eric's girls
00010949,1949,40015,"McCarthy, Mary",The oasis
00010950,1949,198042,"Miller, Henry",Sexus
00010951,1949,138794,"Myers, John Myers",Silverlock
00010952,1949,24525,"Nathan, Robert",Long after summer
00010953,1949,28991,"Nathan, Robert",The river journey
00010954,1949,71642,"Palmer, Stuart",Four lost ladies
00010955,1949,70415,"Porter, Katherine Anne",Pale horse: pale rider: three short novels
00010956,1949,91268,"Queen, Ellery",Cat of many tails
00010957,1949,183300,"Robbins, Harold",The dream merchants
00010958,1949,48203,"Smith, Carmichael",Atomsk
00010959,1949,82436,"Smith, E. E.",Skylark of Valeron
00010960,1949,49143,"Sterling, Stewart",Alarm in the night
00010961,1949,134775,"Stewart, George R.",Earth abides
00010962,1949,73113,"Stout, Rex",The second confession
00010963,1949,65694,"Stout, Rex",Three doors to death
00010964,1949,71269,"Stout, Rex",Trouble in triplicate
00010965,1949,72452,"Van Praag, Van",Day without end
00010966,1949,74065,"Williamson, Jack",The humanoids
00010967,1949,156327,"Wilson, Dorothy Clarke","Moses, Prince of Egypt"
00010968,1949,67198,"Zagat, Arthur Leo",Seven out of time
00010969,1950,61176,"Angley, Ernest",Raptured
00010970,1950,70460,"Asimov, Isaac",I: robot
00010971,1950,71065,"Asimov, Isaac",Pebble in the sky
00010972,1950,57947,"Bissell, Richard",A stretch on the river
00010973,1950,77327,"Brand, Max",The rangeland avenger
00010974,1950,239834,"Bristow, Gwen",Jubilee trail
00010975,1950,63062,"Brown, Fredric",Night of the Jabberwock
00010976,1950,82187,"Burns, Robert Thomas",The perfect invader
00010977,1950,140809,"Burroughs, Edgar Rice",Thuvia: maid of Mars and the chessmen of Mars
00010978,1950,132543,"Calmer, Ned",The strange land
00010979,1950,92054,"Carr, John Dickson",The bride of Newgate
00010980,1950,129654,"Chandler, Raymond",The simple art of murder
